method,anchor_frame,pred_frame,source,mask_iou,bbox_iou,gt_bbox,pred_bbox
lk_raw,130,131,lk_raw,0.8784313725490196,0.8465414643287659,"[435.0, 372.0, 494.0, 409.0]","[435.0, 375.0, 491.0, 408.0]"
lk_raw,140,141,lk_raw,0.8463768115942029,0.8032454252243042,"[440.0, 389.0, 498.0, 423.0]","[445.0, 390.0, 493.0, 423.0]"
lk_raw,150,151,lk_raw,0.8495145631067961,0.8333333134651184,"[434.0, 409.0, 478.0, 439.0]","[430.0, 407.0, 478.0, 440.0]"
lk_raw,160,161,lk_raw,0.9136690647482014,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[414.0, 432.0, 459.0, 455.0]"
lk_raw,170,171,lk_raw,0.9048507462686567,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[389.0, 440.0, 435.0, 460.0]"
lk_raw,180,181,lk_raw,0.8873949579831932,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
lk_raw,190,191,lk_raw,0.7,0.7315689921379089,"[377.0, 396.0, 421.0, 418.0]","[372.0, 400.0, 420.0, 418.0]"
lk_raw,200,201,lk_raw,0.82537517053206,0.8355582356452942,"[374.0, 355.0, 429.0, 383.0]","[378.0, 355.0, 433.0, 382.0]"
lk_raw,210,211,lk_raw,0.7945368171021377,0.8255874514579773,"[386.0, 321.0, 441.0, 353.0]","[381.0, 321.0, 437.0, 352.0]"
lk_raw,220,221,lk_raw,0.7350705754614549,0.8854017853736877,"[391.0, 289.0, 442.0, 328.0]","[388.0, 289.0, 440.0, 327.0]"
lk_raw,230,231,lk_raw,0.7374860956618465,0.7905982732772827,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 311.0]"
lk_raw,240,241,lk_raw,0.6905940594059405,0.7817258834838867,"[389.0, 268.0, 439.0, 303.0]","[394.0, 264.0, 438.0, 304.0]"
lk_raw,250,251,lk_raw,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
lk_raw,260,261,lk_raw,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
lk_raw,270,271,lk_raw,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
lk_raw,280,281,lk_raw,0.845771144278607,0.7894737124443054,"[347.0, 201.0, 379.0, 221.0]","[341.0, 201.0, 377.0, 221.0]"
lk_raw,290,291,lk_raw,0.8883374689826302,0.800000011920929,"[334.0, 161.0, 370.0, 180.0]","[332.0, 162.0, 366.0, 180.0]"
farneback,0,1,farneback,0.8509874326750448,0.8378870487213135,"[138.0, 32.0, 184.0, 55.0]","[144.0, 32.0, 184.0, 56.0]"
farneback,10,11,farneback,0.8119349005424955,0.7960199117660522,"[139.0, 51.0, 182.0, 71.0]","[134.0, 50.0, 179.0, 71.0]"
farneback,20,21,farneback,0.8086330935251799,0.8221343755722046,"[140.0, 57.0, 186.0, 90.0]","[147.0, 58.0, 186.0, 90.0]"
farneback,30,31,farneback,0.8408759124087591,0.8179486989974976,"[154.0, 87.0, 198.0, 116.0]","[148.0, 86.0, 200.0, 116.0]"
farneback,40,41,farneback,0.7737341772151899,0.6806324124336243,"[166.0, 120.0, 221.0, 143.0]","[174.0, 120.0, 215.0, 141.0]"
farneback,50,51,farneback,0.5729166666666666,0.6445395946502686,"[203.0, 147.0, 251.0, 171.0]","[198.0, 144.0, 246.0, 168.0]"
farneback,60,61,farneback,0.8446866485013624,0.9044368863105774,"[232.0, 173.0, 287.0, 204.0]","[233.0, 172.0, 286.0, 203.0]"
farneback,70,71,farneback,0.8186695278969958,0.949999988079071,"[268.0, 202.0, 328.0, 244.0]","[269.0, 202.0, 326.0, 244.0]"
farneback,80,81,farneback,0.7530487804878049,0.8222222328186035,"[296.0, 251.0, 353.0, 289.0]","[299.0, 249.0, 357.0, 288.0]"
farneback,90,91,farneback,0.8059171597633136,0.7729870080947876,"[323.0, 297.0, 382.0, 328.0]","[329.0, 295.0, 377.0, 328.0]"
farneback,100,101,farneback,0.7897371714643304,0.7693965435028076,"[352.0, 333.0, 403.0, 361.0]","[348.0, 333.0, 412.0, 362.0]"
farneback,110,111,farneback,0.8689839572192514,0.8245614171028137,"[385.0, 357.0, 432.0, 384.0]","[384.0, 357.0, 441.0, 384.0]"
farneback,120,121,farneback,0.7803030303030303,0.80712890625,"[408.0, 365.0, 472.0, 397.0]","[408.0, 366.0, 465.0, 395.0]"
farneback,130,131,farneback,0.8733681462140992,0.872194230556488,"[435.0, 372.0, 494.0, 409.0]","[435.0, 375.0, 491.0, 409.0]"
farneback,140,141,farneback,0.8293768545994066,0.7626774907112122,"[440.0, 389.0, 498.0, 423.0]","[445.0, 391.0, 492.0, 423.0]"
farneback,150,151,farneback,0.9046822742474916,0.859375,"[434.0, 409.0, 478.0, 439.0]","[430.0, 408.0, 478.0, 440.0]"
farneback,160,161,farneback,0.9136690647482014,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[414.0, 432.0, 459.0, 455.0]"
farneback,170,171,farneback,0.9048507462686567,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[389.0, 440.0, 435.0, 460.0]"
farneback,180,181,farneback,0.893760539629005,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
farneback,190,191,farneback,0.4531886024423338,0.5679875612258911,"[377.0, 396.0, 421.0, 418.0]","[370.0, 401.0, 420.0, 422.0]"
farneback,200,201,farneback,0.8224043715846995,0.8065693378448486,"[374.0, 355.0, 429.0, 383.0]","[378.0, 356.0, 433.0, 382.0]"
farneback,210,211,farneback,0.7904191616766467,0.8391719460487366,"[386.0, 321.0, 441.0, 353.0]","[382.0, 321.0, 437.0, 352.0]"
farneback,220,221,farneback,0.7114583333333333,0.8486782312393188,"[391.0, 289.0, 442.0, 328.0]","[387.0, 288.0, 440.0, 327.0]"
farneback,230,231,farneback,0.7357859531772575,0.8096280097961426,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 310.0]"
farneback,240,241,farneback,0.7049382716049383,0.797468364238739,"[389.0, 268.0, 439.0, 303.0]","[393.0, 264.0, 438.0, 304.0]"
farneback,250,251,farneback,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
farneback,260,261,farneback,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
farneback,270,271,farneback,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
farneback,280,281,farneback,0.5213849287169042,0.6000000238418579,"[347.0, 201.0, 379.0, 221.0]","[341.0, 204.0, 377.0, 224.0]"
farneback,290,291,farneback,0.39162112932604737,0.4847457706928253,"[334.0, 161.0, 370.0, 180.0]","[332.0, 167.0, 367.0, 185.0]"
dis_flow,0,1,dis,0.8576576576576577,0.8378870487213135,"[138.0, 32.0, 184.0, 55.0]","[143.0, 32.0, 183.0, 56.0]"
dis_flow,10,11,dis,0.8119349005424955,0.7960199117660522,"[139.0, 51.0, 182.0, 71.0]","[134.0, 50.0, 179.0, 71.0]"
dis_flow,20,21,dis,0.8060344827586207,0.8221343755722046,"[140.0, 57.0, 186.0, 90.0]","[146.0, 58.0, 185.0, 90.0]"
dis_flow,30,31,dis,0.8408759124087591,0.8179486989974976,"[154.0, 87.0, 198.0, 116.0]","[148.0, 86.0, 200.0, 116.0]"
dis_flow,40,41,dis,0.8198051948051948,0.6806324124336243,"[166.0, 120.0, 221.0, 143.0]","[174.0, 121.0, 215.0, 142.0]"
dis_flow,50,51,dis,0.8845553822152886,0.8491171598434448,"[203.0, 147.0, 251.0, 171.0]","[201.0, 146.0, 249.0, 170.0]"
dis_flow,60,61,dis,0.800531914893617,0.8487023711204529,"[232.0, 173.0, 287.0, 204.0]","[233.0, 171.0, 286.0, 202.0]"
dis_flow,70,71,dis,0.8186695278969958,0.949999988079071,"[268.0, 202.0, 328.0, 244.0]","[269.0, 202.0, 326.0, 244.0]"
dis_flow,80,81,dis,0.7530487804878049,0.8222222328186035,"[296.0, 251.0, 353.0, 289.0]","[299.0, 249.0, 357.0, 288.0]"
dis_flow,90,91,dis,0.8016528925619835,0.7729870080947876,"[323.0, 297.0, 382.0, 328.0]","[328.0, 295.0, 376.0, 328.0]"
dis_flow,100,101,dis,0.7897371714643304,0.7693965435028076,"[352.0, 333.0, 403.0, 361.0]","[348.0, 333.0, 412.0, 362.0]"
dis_flow,110,111,dis,0.8298429319371727,0.8245614171028137,"[385.0, 357.0, 432.0, 384.0]","[383.0, 357.0, 440.0, 384.0]"
dis_flow,120,121,dis,0.7713567839195979,0.7818969488143921,"[408.0, 365.0, 472.0, 397.0]","[407.0, 366.0, 464.0, 395.0]"
dis_flow,130,131,dis,0.8758169934640523,0.872194230556488,"[435.0, 372.0, 494.0, 409.0]","[435.0, 374.0, 491.0, 408.0]"
dis_flow,140,141,dis,0.8105726872246696,0.7626774907112122,"[440.0, 389.0, 498.0, 423.0]","[446.0, 390.0, 493.0, 422.0]"
dis_flow,150,151,dis,0.8224,0.859375,"[434.0, 409.0, 478.0, 439.0]","[430.0, 407.0, 478.0, 439.0]"
dis_flow,160,161,dis,0.9102333931777379,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[413.0, 432.0, 458.0, 455.0]"
dis_flow,170,171,dis,0.8768382352941176,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[388.0, 440.0, 434.0, 460.0]"
dis_flow,180,181,dis,0.893760539629005,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
dis_flow,190,191,dis,0.4591280653950954,0.5889763832092285,"[377.0, 396.0, 421.0, 418.0]","[371.0, 401.0, 421.0, 422.0]"
dis_flow,200,201,dis,0.8224043715846995,0.8065693378448486,"[374.0, 355.0, 429.0, 383.0]","[378.0, 356.0, 433.0, 382.0]"
dis_flow,210,211,dis,0.7904191616766467,0.8391719460487366,"[386.0, 321.0, 441.0, 353.0]","[382.0, 321.0, 437.0, 352.0]"
dis_flow,220,221,dis,0.7497337593184239,0.9259259104728699,"[391.0, 289.0, 442.0, 328.0]","[388.0, 289.0, 441.0, 328.0]"
dis_flow,230,231,dis,0.7357859531772575,0.8096280097961426,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 310.0]"
dis_flow,240,241,dis,0.7049382716049383,0.797468364238739,"[389.0, 268.0, 439.0, 303.0]","[393.0, 264.0, 438.0, 304.0]"
dis_flow,250,251,dis,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
dis_flow,260,261,dis,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
dis_flow,270,271,dis,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
dis_flow,280,281,dis,0.8353808353808354,0.7894737124443054,"[347.0, 201.0, 379.0, 221.0]","[341.0, 201.0, 377.0, 221.0]"
dis_flow,290,291,dis,0.8817733990147784,0.7804877758026123,"[334.0, 161.0, 370.0, 180.0]","[331.0, 162.0, 366.0, 180.0]"
template,0,1,template,0.8509874326750448,0.8378870487213135,"[138.0, 32.0, 184.0, 55.0]","[144.0, 32.0, 184.0, 56.0]"
template,10,11,template,0.8218181818181818,0.7960199117660522,"[139.0, 51.0, 182.0, 71.0]","[134.0, 51.0, 179.0, 72.0]"
template,20,21,template,0.8086330935251799,0.8221343755722046,"[140.0, 57.0, 186.0, 90.0]","[147.0, 58.0, 186.0, 90.0]"
template,30,31,template,0.8408759124087591,0.8179486989974976,"[154.0, 87.0, 198.0, 116.0]","[148.0, 86.0, 200.0, 116.0]"
template,40,41,template,0.813915857605178,0.6806324124336243,"[166.0, 120.0, 221.0, 143.0]","[175.0, 121.0, 216.0, 142.0]"
template,50,51,template,0.8845553822152886,0.8491171598434448,"[203.0, 147.0, 251.0, 171.0]","[201.0, 146.0, 249.0, 170.0]"
template,60,61,template,0.8446866485013624,0.9044368863105774,"[232.0, 173.0, 287.0, 204.0]","[233.0, 172.0, 286.0, 203.0]"
template,70,71,template,0.8186695278969958,0.949999988079071,"[268.0, 202.0, 328.0, 244.0]","[269.0, 202.0, 326.0, 244.0]"
template,80,81,template,0.796875,0.8636363744735718,"[296.0, 251.0, 353.0, 289.0]","[299.0, 250.0, 357.0, 289.0]"
template,90,91,template,0.8059171597633136,0.7729870080947876,"[323.0, 297.0, 382.0, 328.0]","[329.0, 295.0, 377.0, 328.0]"
template,100,101,template,0.7897371714643304,0.7693965435028076,"[352.0, 333.0, 403.0, 361.0]","[348.0, 333.0, 412.0, 362.0]"
template,110,111,template,0.8689839572192514,0.8245614171028137,"[385.0, 357.0, 432.0, 384.0]","[384.0, 357.0, 441.0, 384.0]"
template,120,121,template,0.5701559020044543,0.7102587819099426,"[408.0, 365.0, 472.0, 397.0]","[404.0, 365.0, 461.0, 394.0]"
template,130,131,template,0.6764018691588785,0.815637469291687,"[435.0, 372.0, 494.0, 409.0]","[433.0, 373.0, 489.0, 407.0]"
template,140,141,template,0.7196652719665272,0.7626774907112122,"[440.0, 389.0, 498.0, 423.0]","[446.0, 389.0, 493.0, 421.0]"
template,150,151,template,0.7310030395136778,0.8075949549674988,"[434.0, 409.0, 478.0, 439.0]","[432.0, 406.0, 480.0, 438.0]"
template,160,161,template,0.9136690647482014,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[414.0, 432.0, 459.0, 455.0]"
template,170,171,template,0.9048507462686567,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[389.0, 440.0, 435.0, 460.0]"
template,180,181,template,0.893760539629005,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
template,190,191,template,0.8691099476439791,0.8098654747009277,"[377.0, 396.0, 421.0, 418.0]","[370.0, 396.0, 420.0, 417.0]"
template,200,201,template,0.8224043715846995,0.8065693378448486,"[374.0, 355.0, 429.0, 383.0]","[378.0, 356.0, 433.0, 382.0]"
template,210,211,template,0.8033775633293124,0.8093994855880737,"[386.0, 321.0, 441.0, 353.0]","[381.0, 321.0, 436.0, 352.0]"
template,220,221,template,0.7460148777895855,0.8909090757369995,"[391.0, 289.0, 442.0, 328.0]","[387.0, 289.0, 440.0, 328.0]"
template,230,231,template,0.7357859531772575,0.8096280097961426,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 310.0]"
template,240,241,template,0.7049382716049383,0.797468364238739,"[389.0, 268.0, 439.0, 303.0]","[393.0, 264.0, 438.0, 304.0]"
template,250,251,template,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
template,260,261,template,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
template,270,271,template,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
template,280,281,template,0.8353808353808354,0.7894737124443054,"[347.0, 201.0, 379.0, 221.0]","[341.0, 201.0, 377.0, 221.0]"
template,290,291,template,0.8817733990147784,0.7804877758026123,"[334.0, 161.0, 370.0, 180.0]","[331.0, 162.0, 366.0, 180.0]"
one_way_ensemble,0,1,dis,0.8576576576576577,0.8378870487213135,"[138.0, 32.0, 184.0, 55.0]","[143.0, 32.0, 183.0, 56.0]"
one_way_ensemble,10,11,dis,0.8119349005424955,0.7960199117660522,"[139.0, 51.0, 182.0, 71.0]","[134.0, 50.0, 179.0, 71.0]"
one_way_ensemble,20,21,dis,0.8060344827586207,0.8221343755722046,"[140.0, 57.0, 186.0, 90.0]","[146.0, 58.0, 185.0, 90.0]"
one_way_ensemble,30,31,lk_plus,0.8533724340175953,0.8179486989974976,"[154.0, 87.0, 198.0, 116.0]","[148.0, 86.0, 200.0, 116.0]"
one_way_ensemble,40,41,dis,0.8198051948051948,0.6806324124336243,"[166.0, 120.0, 221.0, 143.0]","[174.0, 121.0, 215.0, 142.0]"
one_way_ensemble,50,51,lk_plus,0.8845553822152886,0.8491171598434448,"[203.0, 147.0, 251.0, 171.0]","[201.0, 146.0, 249.0, 170.0]"
one_way_ensemble,60,61,dis,0.800531914893617,0.8487023711204529,"[232.0, 173.0, 287.0, 204.0]","[233.0, 171.0, 286.0, 202.0]"
one_way_ensemble,70,71,lk_plus,0.8236559139784946,0.949999988079071,"[268.0, 202.0, 328.0, 244.0]","[269.0, 202.0, 326.0, 244.0]"
one_way_ensemble,80,81,lk_plus,0.786235662148071,0.8479999899864197,"[296.0, 251.0, 353.0, 289.0]","[300.0, 250.0, 357.0, 289.0]"
one_way_ensemble,90,91,dis,0.8016528925619835,0.7729870080947876,"[323.0, 297.0, 382.0, 328.0]","[328.0, 295.0, 376.0, 328.0]"
one_way_ensemble,100,101,lk_plus,0.7954545454545454,0.796875,"[352.0, 333.0, 403.0, 361.0]","[348.0, 333.0, 412.0, 361.0]"
one_way_ensemble,110,111,dis,0.8298429319371727,0.8245614171028137,"[385.0, 357.0, 432.0, 384.0]","[383.0, 357.0, 440.0, 384.0]"
one_way_ensemble,120,121,lk_plus,0.8172458172458172,0.8203125,"[408.0, 365.0, 472.0, 397.0]","[408.0, 366.0, 464.0, 396.0]"
one_way_ensemble,130,131,dis,0.8758169934640523,0.872194230556488,"[435.0, 372.0, 494.0, 409.0]","[435.0, 374.0, 491.0, 408.0]"
one_way_ensemble,140,141,dis,0.8105726872246696,0.7626774907112122,"[440.0, 389.0, 498.0, 423.0]","[446.0, 390.0, 493.0, 422.0]"
one_way_ensemble,150,151,dis,0.8224,0.859375,"[434.0, 409.0, 478.0, 439.0]","[430.0, 407.0, 478.0, 439.0]"
one_way_ensemble,160,161,lk_plus,0.9136690647482014,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[414.0, 432.0, 459.0, 455.0]"
one_way_ensemble,170,171,lk_plus,0.9031657355679702,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[389.0, 440.0, 435.0, 460.0]"
one_way_ensemble,180,181,dis,0.893760539629005,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
one_way_ensemble,190,191,lk_plus,0.8677248677248677,0.825411319732666,"[377.0, 396.0, 421.0, 418.0]","[371.0, 397.0, 420.0, 418.0]"
one_way_ensemble,200,201,dis,0.8224043715846995,0.8065693378448486,"[374.0, 355.0, 429.0, 383.0]","[378.0, 356.0, 433.0, 382.0]"
one_way_ensemble,210,211,dis,0.7904191616766467,0.8391719460487366,"[386.0, 321.0, 441.0, 353.0]","[382.0, 321.0, 437.0, 352.0]"
one_way_ensemble,220,221,dis,0.7497337593184239,0.9259259104728699,"[391.0, 289.0, 442.0, 328.0]","[388.0, 289.0, 441.0, 328.0]"
one_way_ensemble,230,231,dis,0.7357859531772575,0.8096280097961426,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 310.0]"
one_way_ensemble,240,241,lk_plus,0.698136645962733,0.7817258834838867,"[389.0, 268.0, 439.0, 303.0]","[394.0, 264.0, 438.0, 304.0]"
one_way_ensemble,250,251,lk_plus,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
one_way_ensemble,260,261,lk_plus,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
one_way_ensemble,270,271,lk_plus,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
one_way_ensemble,280,281,dis,0.8353808353808354,0.7894737124443054,"[347.0, 201.0, 379.0, 221.0]","[341.0, 201.0, 377.0, 221.0]"
one_way_ensemble,290,291,lk_plus,0.8883374689826302,0.800000011920929,"[334.0, 161.0, 370.0, 180.0]","[332.0, 162.0, 366.0, 180.0]"
improved,0,1,bidir_lk,0.8479427549194991,0.8378870487213135,"[138.0, 32.0, 184.0, 55.0]","[144.0, 32.0, 184.0, 56.0]"
improved,10,11,bidir_lk,0.8178506375227687,0.761904776096344,"[139.0, 51.0, 182.0, 71.0]","[134.0, 50.0, 179.0, 72.0]"
improved,20,21,bidir_lk,0.8171428571428572,0.843214750289917,"[140.0, 57.0, 186.0, 90.0]","[146.0, 58.0, 186.0, 90.0]"
improved,30,31,bidir_lk,0.8458149779735683,0.7938144207000732,"[154.0, 87.0, 198.0, 116.0]","[148.0, 86.0, 200.0, 115.0]"
improved,40,41,bidir_lk,0.7987117552334944,0.7130434513092041,"[166.0, 120.0, 221.0, 143.0]","[175.0, 121.0, 216.0, 143.0]"
improved,50,51,bidir_lk,0.8845553822152886,0.8491171598434448,"[203.0, 147.0, 251.0, 171.0]","[201.0, 146.0, 249.0, 170.0]"
improved,60,61,bidir_lk,0.8803894297635605,0.8779679536819458,"[232.0, 173.0, 287.0, 204.0]","[233.0, 171.0, 286.0, 203.0]"
improved,70,71,bidir_lk,0.8315334773218143,0.949999988079071,"[268.0, 202.0, 328.0, 244.0]","[269.0, 202.0, 326.0, 244.0]"
improved,80,81,bidir_lk,0.7916666666666666,0.868852436542511,"[296.0, 251.0, 353.0, 289.0]","[300.0, 251.0, 357.0, 289.0]"
improved,90,91,bidir_lk,0.8054567022538552,0.754181444644928,"[323.0, 297.0, 382.0, 328.0]","[329.0, 295.0, 377.0, 329.0]"
improved,100,101,bidir_lk,0.7974683544303798,0.796875,"[352.0, 333.0, 403.0, 361.0]","[348.0, 333.0, 412.0, 361.0]"
improved,110,111,bidir_lk,0.8455392809587217,0.8392857313156128,"[385.0, 357.0, 432.0, 384.0]","[384.0, 357.0, 440.0, 384.0]"
improved,120,121,bidir_lk,0.8149100257069408,0.8349609375,"[408.0, 365.0, 472.0, 397.0]","[408.0, 366.0, 465.0, 396.0]"
improved,130,131,bidir_lk,0.8784313725490196,0.8465414643287659,"[435.0, 372.0, 494.0, 409.0]","[435.0, 375.0, 491.0, 408.0]"
improved,140,141,bidir_lk,0.8463768115942029,0.8032454252243042,"[440.0, 389.0, 498.0, 423.0]","[445.0, 390.0, 493.0, 423.0]"
improved,150,151,bidir_lk,0.8495145631067961,0.8333333134651184,"[434.0, 409.0, 478.0, 439.0]","[430.0, 407.0, 478.0, 440.0]"
improved,160,161,bidir_lk,0.9136690647482014,0.9352657198905945,"[414.0, 433.0, 458.0, 455.0]","[414.0, 432.0, 459.0, 455.0]"
improved,170,171,bidir_lk,0.9048507462686567,0.8880434632301331,"[391.0, 440.0, 434.0, 459.0]","[389.0, 440.0, 435.0, 460.0]"
improved,180,181,bidir_lk,0.8873949579831932,0.8898305296897888,"[379.0, 428.0, 421.0, 450.0]","[379.0, 428.0, 422.0, 448.0]"
improved,190,191,bidir_lk,0.7,0.7315689921379089,"[377.0, 396.0, 421.0, 418.0]","[372.0, 400.0, 420.0, 418.0]"
improved,200,201,bidir_lk,0.82537517053206,0.8355582356452942,"[374.0, 355.0, 429.0, 383.0]","[378.0, 355.0, 433.0, 382.0]"
improved,210,211,bidir_lk,0.7945368171021377,0.8255874514579773,"[386.0, 321.0, 441.0, 353.0]","[381.0, 321.0, 437.0, 352.0]"
improved,220,221,bidir_lk,0.7350705754614549,0.8854017853736877,"[391.0, 289.0, 442.0, 328.0]","[388.0, 289.0, 440.0, 327.0]"
improved,230,231,bidir_lk,0.7374860956618465,0.7905982732772827,"[393.0, 268.0, 443.0, 310.0]","[393.0, 273.0, 448.0, 311.0]"
improved,240,241,bidir_lk,0.6905940594059405,0.7817258834838867,"[389.0, 268.0, 439.0, 303.0]","[394.0, 264.0, 438.0, 304.0]"
improved,250,251,bidir_lk,0.825944170771757,0.7884097099304199,"[381.0, 273.0, 424.0, 303.0]","[385.0, 273.0, 429.0, 304.0]"
improved,260,261,bidir_lk,0.8672768878718535,0.777546763420105,"[368.0, 264.0, 406.0, 286.0]","[372.0, 264.0, 410.0, 287.0]"
improved,270,271,bidir_lk,0.8790123456790123,0.8500000238418579,"[357.0, 237.0, 395.0, 257.0]","[357.0, 238.0, 391.0, 257.0]"
improved,280,281,bidir_lk,0.845771144278607,0.7894737124443054,"[347.0, 201.0, 379.0, 221.0]","[341.0, 201.0, 377.0, 221.0]"
improved,290,291,bidir_lk,0.8883374689826302,0.800000011920929,"[334.0, 161.0, 370.0, 180.0]","[332.0, 162.0, 366.0, 180.0]"
